Time,Time,NO2,area,period
2020-02-10 05:00:00,5,6.523076923076923,CS,l1
2020-02-10 06:00:00,6,6.592948717948719,CS,l1
2020-02-10 07:00:00,7,7.242307692307692,CS,l1
2020-02-10 08:00:00,8,7.449999999999999,CS,l1
2020-02-10 09:00:00,9,7.367307692307692,CS,l1
2020-02-10 10:00:00,10,6.990384615384615,CS,l1
2020-02-10 11:00:00,11,6.651923076923077,CS,l1
2020-02-10 12:00:00,12,6.071153846153846,CS,l1
2020-02-10 13:00:00,13,5.614102564102565,CS,l1
2020-02-10 14:00:00,14,5.369230769230769,CS,l1
2020-02-10 15:00:00,15,5.433333333333333,CS,l1
2020-02-10 16:00:00,16,5.663461538461538,CS,l1
2020-02-10 17:00:00,17,6.3820512820512825,CS,l1
2020-02-10 18:00:00,18,8.022435897435896,CS,l1
2020-02-10 19:00:00,19,9.87179487179487,CS,l1
2020-02-10 20:00:00,20,9.674358974358974,CS,l1
2020-02-10 21:00:00,21,9.20448717948718,CS,l1
2020-02-10 22:00:00,22,8.268589743589745,CS,l1
2020-02-10 23:00:00,23,7.712179487179487,CS,l1
2020-02-11 00:00:00,0,6.77051282051282,CS,l1
2020-02-11 01:00:00,1,6.49102564102564,CS,l1
2020-02-11 02:00:00,2,5.972435897435897,CS,l1
2020-02-11 03:00:00,3,5.642948717948718,CS,l1
2020-02-11 04:00:00,4,5.681410256410256,CS,l1
2020-02-11 05:00:00,5,5.676923076923076,CS,l1
2020-02-11 06:00:00,6,5.702564102564102,CS,l1
2020-02-11 07:00:00,7,6.082692307692308,CS,l1
2020-02-11 08:00:00,8,7.359615384615385,CS,l1
2020-02-11 09:00:00,9,8.12628205128205,CS,l1
2020-02-11 10:00:00,10,8.25897435897436,CS,l1
2020-02-11 11:00:00,11,7.435897435897436,CS,l1
2020-02-11 12:00:00,12,7.612820512820513,CS,l1
2020-02-11 13:00:00,13,7.387820512820513,CS,l1
2020-02-11 14:00:00,14,7.217307692307693,CS,l1
2020-02-11 15:00:00,15,7.346794871794871,CS,l1
2020-02-11 16:00:00,16,8.03525641025641,CS,l1
2020-02-11 17:00:00,17,8.998076923076923,CS,l1
2020-02-11 18:00:00,18,10.492307692307692,CS,l1
2020-02-11 19:00:00,19,11.385897435897435,CS,l1
2020-02-11 20:00:00,20,11.001923076923077,CS,l1
2020-02-11 21:00:00,21,11.502564102564103,CS,l1
2020-02-11 22:00:00,22,11.262820512820513,CS,l1
2020-02-11 23:00:00,23,11.00576923076923,CS,l1
2020-02-12 00:00:00,0,9.99679487179487,CS,l1
2020-02-12 01:00:00,1,9.531410256410256,CS,l1
2020-02-12 02:00:00,2,8.928846153846154,CS,l1
2020-02-12 03:00:00,3,8.54102564102564,CS,l1
2020-02-12 04:00:00,4,7.856410256410256,CS,l1
2020-02-12 05:00:00,5,7.903205128205129,CS,l1
2020-02-12 06:00:00,6,7.734615384615385,CS,l1
2020-02-12 07:00:00,7,7.921153846153846,CS,l1
2020-02-12 08:00:00,8,8.34871794871795,CS,l1
2020-02-12 09:00:00,9,8.652564102564103,CS,l1
2020-02-12 10:00:00,10,8.74423076923077,CS,l1
2020-02-12 11:00:00,11,8.27051282051282,CS,l1
2020-02-12 12:00:00,12,8.025641025641026,CS,l1
2020-02-12 13:00:00,13,7.408333333333333,CS,l1
2020-02-12 14:00:00,14,6.702564102564102,CS,l1
2020-02-12 15:00:00,15,6.21474358974359,CS,l1
2020-02-12 16:00:00,16,6.0955128205128215,CS,l1
2020-02-12 17:00:00,17,6.519871794871794,CS,l1
2020-02-12 18:00:00,18,8.652564102564103,CS,l1
2020-02-12 19:00:00,19,11.313461538461537,CS,l1
2020-02-12 20:00:00,20,12.289102564102564,CS,l1
2020-02-12 21:00:00,21,12.398076923076925,CS,l1
2020-02-12 22:00:00,22,11.958333333333332,CS,l1
2020-02-12 23:00:00,23,11.330769230769231,CS,l1
2020-02-13 00:00:00,0,10.87371794871795,CS,l1
2020-02-13 01:00:00,1,10.338461538461539,CS,l1
2020-02-13 02:00:00,2,9.195512820512821,CS,l1
2020-02-13 03:00:00,3,8.203846153846154,CS,l1
2020-02-13 04:00:00,4,8.111538461538462,CS,l1
2020-02-13 05:00:00,5,7.783974358974358,CS,l1
2020-02-13 06:00:00,6,7.72948717948718,CS,l1
2020-02-13 07:00:00,7,8.050641025641026,CS,l1
2020-02-13 08:00:00,8,8.677564102564103,CS,l1
2020-02-13 09:00:00,9,9.489102564102565,CS,l1
2020-02-13 10:00:00,10,9.208333333333332,CS,l1
2020-02-13 11:00:00,11,8.304487179487179,CS,l1
2020-02-13 12:00:00,12,7.296153846153846,CS,l1
2020-02-13 13:00:00,13,6.618589743589744,CS,l1
2020-02-13 14:00:00,14,5.521794871794872,CS,l1
2020-02-13 15:00:00,15,5.193589743589744,CS,l1
2020-02-13 16:00:00,16,5.24102564102564,CS,l1
2020-02-13 17:00:00,17,6.16025641025641,CS,l1
2020-02-13 18:00:00,18,7.537179487179487,CS,l1
2020-02-13 19:00:00,19,9.658333333333333,CS,l1
2020-02-13 20:00:00,20,9.197435897435897,CS,l1
2020-02-13 21:00:00,21,9.147435897435898,CS,l1
2020-02-13 22:00:00,22,9.375641025641025,CS,l1
2020-02-13 23:00:00,23,8.477564102564102,CS,l1
2020-02-14 00:00:00,0,7.880128205128205,CS,l1
2020-02-14 01:00:00,1,6.637820512820513,CS,l1
2020-02-14 02:00:00,2,5.855128205128206,CS,l1
2020-02-14 03:00:00,3,5.483333333333333,CS,l1
2020-02-14 04:00:00,4,5.326923076923077,CS,l1
2020-02-14 05:00:00,5,5.689102564102564,CS,l1
2020-02-14 06:00:00,6,5.803846153846154,CS,l1
2020-02-14 07:00:00,7,6.68076923076923,CS,l1
2020-02-14 08:00:00,8,7.646794871794872,CS,l1
2020-02-14 09:00:00,9,8.337179487179487,CS,l1
2020-02-14 10:00:00,10,7.985897435897436,CS,l1
2020-02-14 11:00:00,11,6.809615384615385,CS,l1
2020-02-14 12:00:00,12,5.746153846153846,CS,l1
2020-02-14 13:00:00,13,5.466666666666667,CS,l1
2020-02-14 14:00:00,14,5.261538461538462,CS,l1
2020-02-14 15:00:00,15,5.458333333333333,CS,l1
2020-02-14 16:00:00,16,5.695512820512821,CS,l1
2020-02-14 17:00:00,17,6.402564102564103,CS,l1
2020-02-14 18:00:00,18,7.823717948717948,CS,l1
2020-02-14 19:00:00,19,8.450641025641026,CS,l1
2020-02-14 20:00:00,20,8.716025641025642,CS,l1
2020-02-14 21:00:00,21,8.582692307692309,CS,l1
2020-02-14 22:00:00,22,8.102564102564102,CS,l1
2020-02-14 23:00:00,23,7.5211538461538465,CS,l1
2020-02-15 00:00:00,0,6.709615384615384,CS,l1
2020-02-15 01:00:00,1,6.000641025641025,CS,l1
2020-02-15 02:00:00,2,5.735256410256411,CS,l1
2020-02-15 03:00:00,3,5.093589743589744,CS,l1
2020-02-15 04:00:00,4,4.86474358974359,CS,l1
2020-02-15 05:00:00,5,4.792307692307692,CS,l1
2020-02-15 06:00:00,6,4.597435897435897,CS,l1
2020-02-15 07:00:00,7,4.817948717948718,CS,l1
2020-02-15 08:00:00,8,4.670512820512821,CS,l1
2020-02-15 09:00:00,9,4.8493589743589745,CS,l1
2020-02-15 10:00:00,10,5.135897435897435,CS,l1
2020-02-15 11:00:00,11,4.667948717948718,CS,l1
2020-02-15 12:00:00,12,4.461538461538462,CS,l1
2020-02-15 13:00:00,13,4.514102564102564,CS,l1
2020-02-15 14:00:00,14,4.616025641025641,CS,l1
2020-02-15 15:00:00,15,4.658974358974358,CS,l1
2020-02-15 16:00:00,16,4.68525641025641,CS,l1
2020-02-15 17:00:00,17,4.541666666666667,CS,l1
2020-02-15 18:00:00,18,5.022435897435898,CS,l1
2020-02-15 19:00:00,19,5.656410256410256,CS,l1
2020-02-15 20:00:00,20,5.475,CS,l1
2020-02-15 21:00:00,21,4.741666666666666,CS,l1
2020-02-15 22:00:00,22,4.202564102564103,CS,l1
2020-02-15 23:00:00,23,4.191025641025641,CS,l1
2020-02-16 00:00:00,0,3.9570512820512818,CS,l1
2020-02-16 01:00:00,1,3.75,CS,l1
2020-02-16 02:00:00,2,3.175,CS,l1
2020-02-16 03:00:00,3,2.9916666666666667,CS,l1
2020-02-16 04:00:00,4,2.9185897435897434,CS,l1
2020-02-16 05:00:00,5,3.2666666666666666,CS,l1
2020-02-16 06:00:00,6,3.2352564102564108,CS,l1
2020-02-16 07:00:00,7,3.2833333333333337,CS,l1
2020-02-16 08:00:00,8,3.8128205128205126,CS,l1
2020-02-16 09:00:00,9,4.116025641025641,CS,l1
2020-02-16 10:00:00,10,4.278205128205128,CS,l1
2020-02-16 11:00:00,11,3.8096153846153844,CS,l1
2020-02-16 12:00:00,12,3.4737179487179484,CS,l1
2020-02-16 13:00:00,13,3.344871794871795,CS,l1
2020-02-16 14:00:00,14,3.2205128205128206,CS,l1
2020-02-16 15:00:00,15,3.1500000000000004,CS,l1
2020-02-16 16:00:00,16,3.1173076923076923,CS,l1
2020-02-16 17:00:00,17,3.2717948717948717,CS,l1
2020-02-16 18:00:00,18,3.826923076923077,CS,l1
2020-02-16 19:00:00,19,4.4653846153846155,CS,l1
2020-02-16 20:00:00,20,5.362820512820513,CS,l1
2020-02-16 21:00:00,21,6.388461538461538,CS,l1
2020-02-16 22:00:00,22,7.228205128205128,CS,l1
2020-02-16 23:00:00,23,7.540384615384616,CS,l1
2020-02-17 00:00:00,0,7.35,CS,l1
2020-02-17 01:00:00,1,6.863461538461538,CS,l1
2020-02-17 02:00:00,2,6.442948717948718,CS,l1
2020-02-17 03:00:00,3,6.21025641025641,CS,l1
2020-02-17 04:00:00,4,6.08525641025641,CS,l1
2020-02-17 05:00:00,5,5.964743589743589,CS,l1
2020-02-17 06:00:00,6,5.815384615384615,CS,l1
2020-02-17 07:00:00,7,6.428846153846154,CS,l1
2020-02-17 08:00:00,8,6.848717948717948,CS,l1
2020-02-17 09:00:00,9,6.417948717948718,CS,l1
2020-02-17 10:00:00,10,5.775641025641026,CS,l1
2020-02-17 11:00:00,11,4.670512820512821,CS,l1
2020-02-17 12:00:00,12,4.103846153846154,CS,l1
2020-02-17 13:00:00,13,3.81474358974359,CS,l1
2020-02-17 14:00:00,14,3.7249999999999996,CS,l1
2020-02-17 15:00:00,15,3.791025641025641,CS,l1
2020-02-17 16:00:00,16,3.7948717948717947,CS,l1
2020-02-17 17:00:00,17,3.957692307692308,CS,l1
2020-02-17 18:00:00,18,4.762179487179487,CS,l1
2020-02-17 19:00:00,19,6.453846153846154,CS,l1
2020-02-17 20:00:00,20,7.7525641025641026,CS,l1
2020-02-17 21:00:00,21,8.909615384615385,CS,l1
2020-02-17 22:00:00,22,9.433333333333334,CS,l1
2020-02-17 23:00:00,23,9.558333333333334,CS,l1
2020-02-18 00:00:00,0,9.84423076923077,CS,l1
2020-02-18 01:00:00,1,9.564102564102564,CS,l1
2020-02-18 02:00:00,2,9.037179487179488,CS,l1
2020-02-18 03:00:00,3,8.736538461538462,CS,l1
2020-02-18 04:00:00,4,8.287820512820513,CS,l1
2020-02-18 05:00:00,5,8.018589743589745,CS,l1
2020-02-18 06:00:00,6,8.187179487179488,CS,l1
2020-02-18 07:00:00,7,8.328205128205129,CS,l1
2020-02-18 08:00:00,8,9.157692307692308,CS,l1
2020-02-18 09:00:00,9,9.00576923076923,CS,l1
2020-02-18 10:00:00,10,8.025641025641026,CS,l1
2020-02-18 11:00:00,11,6.812820512820513,CS,l1
2020-02-18 12:00:00,12,5.601923076923077,CS,l1
2020-02-18 13:00:00,13,5.092948717948719,CS,l1
2020-02-18 14:00:00,14,4.5442307692307695,CS,l1
2020-02-18 15:00:00,15,4.378846153846154,CS,l1
2020-02-18 16:00:00,16,4.421794871794872,CS,l1
2020-02-18 17:00:00,17,4.5948717948717945,CS,l1
2020-02-18 18:00:00,18,5.936538461538461,CS,l1
2020-02-18 19:00:00,19,8.757051282051282,CS,l1
2020-02-18 20:00:00,20,11.292948717948718,CS,l1
2020-02-18 21:00:00,21,11.387179487179488,CS,l1
2020-02-18 22:00:00,22,12.505128205128205,CS,l1
2020-02-18 23:00:00,23,12.465384615384616,CS,l1
2020-02-19 00:00:00,0,12.199358974358974,CS,l1
2020-02-19 01:00:00,1,11.881410256410255,CS,l1
2020-02-19 02:00:00,2,11.262179487179488,CS,l1
2020-02-19 03:00:00,3,10.913461538461538,CS,l1
2020-02-19 04:00:00,4,10.47820512820513,CS,l1
2020-02-19 05:00:00,5,9.877564102564103,CS,l1
2020-02-19 06:00:00,6,9.383333333333333,CS,l1
2020-02-19 07:00:00,7,9.676282051282051,CS,l1
2020-02-19 08:00:00,8,10.140384615384615,CS,l1
2020-02-19 09:00:00,9,10.549358974358974,CS,l1
2020-02-19 10:00:00,10,10.640384615384615,CS,l1
2020-02-19 11:00:00,11,10.158974358974358,CS,l1
2020-02-19 12:00:00,12,10.108974358974358,CS,l1
2020-02-19 13:00:00,13,9.567948717948717,CS,l1
2020-02-19 14:00:00,14,9.287820512820513,CS,l1
2020-02-19 15:00:00,15,9.371153846153847,CS,l1
2020-02-19 16:00:00,16,9.375641025641025,CS,l1
2020-02-19 17:00:00,17,9.439743589743589,CS,l1
2020-02-19 18:00:00,18,10.541666666666668,CS,l1
2020-02-19 19:00:00,19,12.13974358974359,CS,l1
2020-02-19 20:00:00,20,13.437820512820512,CS,l1
2020-02-19 21:00:00,21,13.364102564102565,CS,l1
2020-02-19 22:00:00,22,13.498076923076923,CS,l1
2020-02-19 23:00:00,23,13.731410256410255,CS,l1
2020-02-20 00:00:00,0,13.086538461538462,CS,l1
2020-02-20 01:00:00,1,12.867307692307692,CS,l1
2020-02-20 02:00:00,2,11.561538461538463,CS,l1
2020-02-20 03:00:00,3,11.55,CS,l1
2020-02-20 04:00:00,4,11.246153846153845,CS,l1
2020-02-20 05:00:00,5,10.667307692307693,CS,l1
2020-02-20 06:00:00,6,10.400641025641024,CS,l1
2020-02-20 07:00:00,7,10.342948717948717,CS,l1
2020-02-20 08:00:00,8,11.490384615384615,CS,l1
2020-02-20 09:00:00,9,11.072435897435897,CS,l1
2020-02-20 10:00:00,10,10.037820512820513,CS,l1
2020-02-20 11:00:00,11,8.915384615384616,CS,l1
2020-02-20 12:00:00,12,7.818589743589744,CS,l1
2020-02-20 13:00:00,13,7.031410256410256,CS,l1
2020-02-20 14:00:00,14,6.461538461538462,CS,l1
2020-02-20 15:00:00,15,6.114743589743591,CS,l1
2020-02-20 16:00:00,16,6.37948717948718,CS,l1
2020-02-20 17:00:00,17,7.527564102564103,CS,l1
2020-02-20 18:00:00,18,10.910897435897436,CS,l1
2020-02-20 19:00:00,19,14.846153846153847,CS,l1
2020-02-20 20:00:00,20,16.942307692307693,CS,l1
2020-02-20 21:00:00,21,17.432051282051283,CS,l1
2020-02-20 22:00:00,22,16.440384615384616,CS,l1
2020-02-20 23:00:00,23,16.024358974358975,CS,l1
2020-02-21 00:00:00,0,15.819230769230769,CS,l1
2020-02-21 01:00:00,1,14.97371794871795,CS,l1
2020-02-21 02:00:00,2,13.41602564102564,CS,l1
2020-02-21 03:00:00,3,13.283974358974358,CS,l1
2020-02-21 04:00:00,4,12.75320512820513,CS,l1
2020-02-21 05:00:00,5,11.407051282051283,CS,l1
2020-02-21 06:00:00,6,10.826282051282051,CS,l1
2020-02-21 07:00:00,7,11.12179487179487,CS,l1
2020-02-21 08:00:00,8,11.280128205128204,CS,l1
2020-02-21 09:00:00,9,11.267307692307693,CS,l1
2020-02-21 10:00:00,10,10.542948717948718,CS,l1
2020-02-21 11:00:00,11,9.652564102564103,CS,l1
2020-02-21 12:00:00,12,8.684615384615386,CS,l1
2020-02-21 13:00:00,13,7.971153846153846,CS,l1
2020-02-21 14:00:00,14,7.6320512820512825,CS,l1
2020-02-21 15:00:00,15,7.787179487179487,CS,l1
2020-02-21 16:00:00,16,8.238461538461538,CS,l1
2020-02-21 17:00:00,17,8.669230769230769,CS,l1
2020-02-21 18:00:00,18,10.885897435897435,CS,l1
2020-02-21 19:00:00,19,12.669230769230769,CS,l1
2020-02-21 20:00:00,20,12.755128205128205,CS,l1
2020-02-21 21:00:00,21,13.698076923076922,CS,l1
2020-02-21 22:00:00,22,12.75128205128205,CS,l1
2020-02-21 23:00:00,23,12.570512820512821,CS,l1
2020-02-22 00:00:00,0,12.405128205128204,CS,l1
2020-02-22 01:00:00,1,11.661538461538461,CS,l1
2020-02-22 02:00:00,2,11.05,CS,l1
2020-02-22 03:00:00,3,10.398717948717948,CS,l1
2020-02-22 04:00:00,4,10.524358974358973,CS,l1
2020-02-22 05:00:00,5,10.401923076923076,CS,l1
2020-02-22 06:00:00,6,10.072435897435897,CS,l1
2020-02-22 07:00:00,7,9.882692307692308,CS,l1
2020-02-22 08:00:00,8,10.02179487179487,CS,l1
2020-02-22 09:00:00,9,10.040384615384616,CS,l1
2020-02-22 10:00:00,10,9.567307692307692,CS,l1
2020-02-22 11:00:00,11,8.173076923076923,CS,l1
2020-02-22 12:00:00,12,6.984615384615385,CS,l1
2020-02-22 13:00:00,13,6.212820512820513,CS,l1
2020-02-22 14:00:00,14,5.962820512820513,CS,l1
2020-02-22 15:00:00,15,5.915384615384616,CS,l1
2020-02-22 16:00:00,16,6.1641025641025635,CS,l1
2020-02-22 17:00:00,17,6.774358974358974,CS,l1
2020-02-22 18:00:00,18,7.705128205128205,CS,l1
2020-02-22 19:00:00,19,9.712820512820512,CS,l1
2020-02-22 20:00:00,20,11.937820512820512,CS,l1
2020-02-22 21:00:00,21,13.058333333333334,CS,l1
2020-02-22 22:00:00,22,13.643589743589745,CS,l1
2020-02-22 23:00:00,23,12.61025641025641,CS,l1
2020-02-23 00:00:00,0,12.456410256410257,CS,l1
2020-02-23 01:00:00,1,12.233333333333333,CS,l1
2020-02-23 02:00:00,2,11.250641025641025,CS,l1
2020-02-23 03:00:00,3,10.691666666666666,CS,l1
2020-02-23 04:00:00,4,9.881410256410255,CS,l1
2020-02-23 05:00:00,5,9.512179487179488,CS,l1
2020-02-23 06:00:00,6,9.773076923076923,CS,l1
2020-02-23 07:00:00,7,10.64679487179487,CS,l1
2020-02-23 08:00:00,8,11.48653846153846,CS,l1
2020-02-23 09:00:00,9,11.689743589743589,CS,l1
2020-02-23 10:00:00,10,11.37051282051282,CS,l1
2020-02-23 11:00:00,11,9.99551282051282,CS,l1
2020-02-23 12:00:00,12,8.776923076923076,CS,l1
2020-02-23 13:00:00,13,7.8442307692307685,CS,l1
2020-02-23 14:00:00,14,7.273717948717949,CS,l1
2020-02-23 15:00:00,15,6.946794871794872,CS,l1
2020-02-23 16:00:00,16,7.112179487179488,CS,l1
2020-02-23 17:00:00,17,7.928205128205128,CS,l1
2020-02-23 18:00:00,18,9.308974358974359,CS,l1
2020-02-23 19:00:00,19,12.041666666666668,CS,l1
2020-02-23 20:00:00,20,14.210897435897436,CS,l1
2020-02-23 21:00:00,21,15.306410256410258,CS,l1
2020-02-23 22:00:00,22,15.841666666666667,CS,l1
2020-02-23 23:00:00,23,15.537820512820513,CS,l1
2020-02-24 00:00:00,0,15.662179487179488,CS,l1
2020-02-24 01:00:00,1,13.633333333333335,CS,l1
2020-02-24 02:00:00,2,13.382051282051282,CS,l1
2020-02-24 03:00:00,3,13.096794871794872,CS,l1
2020-02-24 04:00:00,4,12.716666666666667,CS,l1
2020-02-24 05:00:00,5,11.978846153846153,CS,l1
2020-02-24 06:00:00,6,11.391666666666667,CS,l1
2020-02-24 07:00:00,7,11.415384615384616,CS,l1
2020-02-24 08:00:00,8,12.610897435897435,CS,l1
2020-02-24 09:00:00,9,13.692307692307692,CS,l1
2020-02-24 10:00:00,10,13.029487179487178,CS,l1
2020-02-24 11:00:00,11,11.302564102564103,CS,l1
2020-02-24 12:00:00,12,9.411538461538461,CS,l1
2020-02-24 13:00:00,13,7.326923076923077,CS,l1
2020-02-24 14:00:00,14,6.114743589743591,CS,l1
2020-02-24 15:00:00,15,5.886538461538462,CS,l1
2020-02-24 16:00:00,16,6.532692307692307,CS,l1
2020-02-24 17:00:00,17,7.658333333333333,CS,l1
2020-02-24 18:00:00,18,10.539102564102564,CS,l1
2020-02-24 19:00:00,19,12.955128205128204,CS,l1
2020-02-24 20:00:00,20,13.251923076923077,CS,l1
2020-02-24 21:00:00,21,14.403846153846153,CS,l1
2020-02-24 22:00:00,22,14.418589743589743,CS,l1
2020-02-24 23:00:00,23,14.26923076923077,CS,l1
2020-02-25 00:00:00,0,13.544871794871796,CS,l1
2020-02-25 01:00:00,1,13.417948717948718,CS,l1
2020-02-25 02:00:00,2,13.327564102564102,CS,l1
2020-02-25 03:00:00,3,13.318589743589742,CS,l1
2020-02-25 04:00:00,4,12.944230769230769,CS,l1
2020-02-25 05:00:00,5,13.048076923076923,CS,l1
2020-02-25 06:00:00,6,13.012820512820513,CS,l1
2020-02-25 07:00:00,7,13.62628205128205,CS,l1
2020-02-25 08:00:00,8,14.363461538461538,CS,l1
2020-02-25 09:00:00,9,16.48974358974359,CS,l1
2020-02-25 10:00:00,10,16.318589743589744,CS,l1
2020-02-25 11:00:00,11,13.927564102564103,CS,l1
2020-02-25 12:00:00,12,10.947435897435897,CS,l1
2020-02-25 13:00:00,13,8.582051282051282,CS,l1
2020-02-25 14:00:00,14,7.387179487179487,CS,l1
2020-02-25 15:00:00,15,7.633333333333334,CS,l1
2020-02-25 16:00:00,16,8.640384615384615,CS,l1
2020-02-25 17:00:00,17,9.828205128205129,CS,l1
2020-02-25 18:00:00,18,13.476923076923075,CS,l1
2020-02-25 19:00:00,19,17.26282051282051,CS,l1
2020-02-25 20:00:00,20,18.51282051282051,CS,l1
2020-02-25 21:00:00,21,18.625641025641023,CS,l1
2020-02-25 22:00:00,22,18.753205128205128,CS,l1
2020-02-25 23:00:00,23,17.379487179487178,CS,l1
2020-02-26 00:00:00,0,16.65320512820513,CS,l1
2020-01-24 00:00:00,0,7.92448955365622,CS,l1
2020-01-24 01:00:00,1,7.097898860398861,CS,l1
2020-01-24 02:00:00,2,6.564399335232668,CS,l1
2020-01-24 03:00:00,3,5.8989434947768284,CS,l1
2020-01-24 04:00:00,4,5.4834995251661915,CS,l1
2020-01-24 05:00:00,5,5.253941120607787,CS,l1
2020-01-24 06:00:00,6,5.33127967711301,CS,l1
2020-01-24 07:00:00,7,5.746320037986704,CS,l1
2020-01-24 08:00:00,8,7.2766263057929725,CS,l1
2020-01-24 09:00:00,9,8.40687321937322,CS,l1
2020-01-24 10:00:00,10,8.221806742640076,CS,l1
2020-01-24 11:00:00,11,7.644812440645774,CS,l1
2020-01-24 12:00:00,12,6.854534662867996,CS,l1
2020-01-24 13:00:00,13,6.791987179487179,CS,l1
2020-01-24 14:00:00,14,6.288829534662868,CS,l1
2020-01-24 15:00:00,15,6.251839981006648,CS,l1
2020-01-24 16:00:00,16,6.461514719848053,CS,l1
2020-01-24 17:00:00,17,6.466773504273505,CS,l1
2020-01-24 18:00:00,18,6.399845679012346,CS,l1
2020-01-24 19:00:00,19,6.246557454890787,CS,l1
2020-01-24 20:00:00,20,6.632371794871795,CS,l1
2020-01-24 21:00:00,21,6.40940170940171,CS,l1
2020-01-24 22:00:00,22,6.266381766381766,CS,l1
2020-01-24 23:00:00,23,6.042651946818614,CS,l1
2020-01-25 00:00:00,0,5.567307692307692,CS,l1
2020-01-25 01:00:00,1,6.027421652421652,CS,l1
2020-01-25 02:00:00,2,5.2369658119658125,CS,l1
2020-01-25 03:00:00,3,5.047649572649573,CS,l1
2020-01-25 04:00:00,4,4.656885090218424,CS,l1
2020-01-25 05:00:00,5,4.28329772079772,CS,l1
2020-01-25 06:00:00,6,4.259199905033238,CS,l1
2020-01-25 07:00:00,7,4.223741690408357,CS,l1
2020-01-25 08:00:00,8,5.012784900284901,CS,l1
2020-01-25 09:00:00,9,5.919610636277303,CS,l1
2020-01-25 10:00:00,10,6.276685660018994,CS,l1
2020-01-25 11:00:00,11,5.705448717948718,CS,l1
2020-01-25 12:00:00,12,5.444135802469136,CS,l1
2020-01-25 13:00:00,13,5.0692782526115865,CS,l1
2020-01-25 14:00:00,14,4.9897554605887935,CS,l1
2020-01-25 15:00:00,15,5.044337606837607,CS,l1
2020-01-25 16:00:00,16,4.876329534662868,CS,l1
2020-01-25 17:00:00,17,5.0262226970560295,CS,l1
2020-01-25 18:00:00,18,5.496320037986704,CS,l1
2020-01-25 19:00:00,19,5.926092117758784,CS,l1
2020-01-25 20:00:00,20,6.256552706552706,CS,l1
2020-01-25 21:00:00,21,6.2308167141500475,CS,l1
2020-01-25 22:00:00,22,5.762701804368471,CS,l1
2020-01-25 23:00:00,23,5.271509971509972,CS,l1
2020-01-26 00:00:00,0,4.896426875593542,CS,l1
2020-01-26 01:00:00,1,4.507644824311491,CS,l1
2020-01-26 02:00:00,2,4.1689577397910735,CS,l1
2020-01-26 03:00:00,3,4.009306742640076,CS,l1
2020-01-26 04:00:00,4,4.171747388414055,CS,l1
2020-01-26 05:00:00,5,4.00289648622982,CS,l1
2020-01-26 06:00:00,6,3.7033831908831907,CS,l1
2020-01-26 07:00:00,7,4.077528490028491,CS,l1
2020-01-26 08:00:00,8,5.071877967711301,CS,l1
2020-01-26 09:00:00,9,5.620714624881292,CS,l1
2020-01-26 10:00:00,10,5.755033238366572,CS,l1
2020-01-26 11:00:00,11,5.202065527065527,CS,l1
2020-01-26 12:00:00,12,5.015408357075024,CS,l1
2020-01-26 13:00:00,13,4.7149453941120605,CS,l1
2020-01-26 14:00:00,14,4.308986229819563,CS,l1
2020-01-26 15:00:00,15,4.25585232668566,CS,l1
2020-01-26 16:00:00,16,,CS,l1
2020-01-26 17:00:00,17,4.426329534662868,CS,l1
2020-01-26 18:00:00,18,4.670180436847104,CS,l1
2020-01-26 19:00:00,19,5.08915004748338,CS,l1
2020-01-26 20:00:00,20,5.569017094017094,CS,l1
2020-01-26 21:00:00,21,5.576650047483382,CS,l1
2020-01-26 22:00:00,22,5.070500949667616,CS,l1
2020-01-26 23:00:00,23,4.843055555555555,CS,l1
2020-01-27 00:00:00,0,4.5909306742640075,CS,l1
2020-01-27 01:00:00,1,4.232181861348528,CS,l1
2020-01-27 02:00:00,2,3.8617165242165243,CS,l1
2020-01-27 03:00:00,3,3.6776946818613485,CS,l1
2020-01-27 04:00:00,4,3.6369183285849953,CS,l1
2020-01-27 05:00:00,5,3.5785375118708456,CS,l1
2020-01-27 06:00:00,6,3.654712725546059,CS,l1
2020-01-27 07:00:00,7,3.8073599240265907,CS,l1
2020-01-27 08:00:00,8,4.369634377967712,CS,l1
2020-01-27 09:00:00,9,4.85832146248813,CS,l1
2020-01-27 10:00:00,10,4.849169040835708,CS,l1
2020-01-27 11:00:00,11,4.5667616334283005,CS,l1
2020-01-27 12:00:00,12,4.231683285849953,CS,l1
2020-01-27 13:00:00,13,4.156101614434948,CS,l1
2020-01-27 14:00:00,14,4.0045346628679965,CS,l1
2020-01-27 15:00:00,15,3.9832502374169043,CS,l1
2020-01-27 16:00:00,16,4.097886989553656,CS,l1
2020-01-27 17:00:00,17,4.307407407407407,CS,l1
2020-01-27 18:00:00,18,4.816500474833808,CS,l1
2020-01-27 19:00:00,19,5.472400284900284,CS,l1
2020-01-27 20:00:00,20,5.939518043684711,CS,l1
2020-01-27 21:00:00,21,6.2295465337132,CS,l1
2020-01-27 22:00:00,22,5.910980531813866,CS,l1
2020-01-27 23:00:00,23,5.630911680911681,CS,l1
2020-01-28 00:00:00,0,5.237606837606838,CS,l1
2020-01-28 01:00:00,1,5.0255698005698015,CS,l1
2020-01-28 02:00:00,2,4.775700379867046,CS,l1
2020-01-28 03:00:00,3,4.608404558404558,CS,l1
2020-01-28 04:00:00,4,4.32846628679962,CS,l1
