Time,Time,PM2.5,area,period
2020-02-27 09:00:00,9,12.479799286864504,SC,l2
2020-02-27 10:00:00,10,12.433796296296295,SC,l2
2020-02-27 11:00:00,11,12.67092151675485,SC,l2
2020-02-27 12:00:00,12,11.326518288474809,SC,l2
2020-02-27 13:00:00,13,10.360041407867495,SC,l2
2020-02-27 14:00:00,14,9.543348861283643,SC,l2
2020-02-27 15:00:00,15,9.023578521585767,SC,l2
2020-02-27 16:00:00,16,8.88117092247527,SC,l2
2020-02-27 17:00:00,17,8.59552181581167,SC,l2
2020-02-27 18:00:00,18,8.468145656007975,SC,l2
2020-02-27 19:00:00,19,9.357045088566826,SC,l2
2020-02-27 20:00:00,20,10.318817575339313,SC,l2
2020-02-27 21:00:00,21,10.851485698949466,SC,l2
2020-02-27 22:00:00,22,12.266101142550417,SC,l2
2020-02-27 23:00:00,23,12.185321294379264,SC,l2
2020-02-28 00:00:00,0,11.753893489763055,SC,l2
2020-02-28 01:00:00,1,11.241178782301972,SC,l2
2020-02-28 02:00:00,2,11.047643010505329,SC,l2
2020-02-28 03:00:00,3,10.54045222758991,SC,l2
2020-02-28 04:00:00,4,,SC,l2
2020-02-28 05:00:00,5,,SC,l2
2020-02-28 06:00:00,6,,SC,l2
2020-02-28 07:00:00,7,,SC,l2
2020-02-28 08:00:00,8,,SC,l2
2020-02-28 09:00:00,9,,SC,l2
2020-02-28 10:00:00,10,9.506125872249061,SC,l2
2020-02-28 11:00:00,11,8.87808066866038,SC,l2
2020-02-28 12:00:00,12,8.523540180967718,SC,l2
2020-02-28 13:00:00,13,7.9437955294839355,SC,l2
2020-02-28 14:00:00,14,7.7509767272448435,SC,l2
2020-02-28 15:00:00,15,7.712355264166859,SC,l2
2020-02-28 16:00:00,16,6.727024384633081,SC,l2
2020-02-28 17:00:00,17,6.969570009968561,SC,l2
2020-02-28 18:00:00,18,6.991668583697569,SC,l2
2020-02-28 19:00:00,19,7.907139981596503,SC,l2
2020-02-28 20:00:00,20,8.922875929759988,SC,l2
2020-02-28 21:00:00,21,10.199111456176674,SC,l2
2020-02-28 22:00:00,22,10.742502492140174,SC,l2
2020-02-28 23:00:00,23,11.140198220995323,SC,l2
2020-02-29 00:00:00,0,11.01679798328349,SC,l2
2020-02-29 01:00:00,1,11.381995245763362,SC,l2
2020-02-29 02:00:00,2,10.127964688290776,SC,l2
2020-02-29 03:00:00,3,9.922548117475653,SC,l2
2020-02-29 04:00:00,4,9.343976688904226,SC,l2
2020-02-29 05:00:00,5,8.806777662755923,SC,l2
2020-02-29 06:00:00,6,9.399995207422744,SC,l2
2020-02-29 07:00:00,7,9.052691511387163,SC,l2
2020-02-29 08:00:00,8,9.167152634000459,SC,l2
2020-02-29 09:00:00,9,9.863054980446286,SC,l2
2020-02-29 10:00:00,10,9.921891534391534,SC,l2
2020-02-29 11:00:00,11,10.102888007054673,SC,l2
2020-02-29 12:00:00,12,9.098860325128442,SC,l2
2020-02-29 13:00:00,13,7.908130128057665,SC,l2
2020-02-29 14:00:00,14,6.548538263936814,SC,l2
2020-02-29 15:00:00,15,6.154681389463999,SC,l2
2020-02-29 16:00:00,16,5.747601794340925,SC,l2
2020-02-29 17:00:00,17,5.936965148378192,SC,l2
2020-02-29 18:00:00,18,6.495639713212177,SC,l2
2020-02-29 19:00:00,19,,SC,l2
2020-02-29 20:00:00,20,,SC,l2
2020-02-29 21:00:00,21,,SC,l2
2020-02-29 22:00:00,22,,SC,l2
2020-02-29 23:00:00,23,10.139541637911202,SC,l2
2020-03-01 00:00:00,0,10.587531631009892,SC,l2
2020-03-01 01:00:00,1,8.947699562916954,SC,l2
2020-03-01 02:00:00,2,8.376618932597193,SC,l2
2020-03-01 03:00:00,3,8.508897898934132,SC,l2
2020-03-01 04:00:00,4,8.697811709224753,SC,l2
2020-03-01 05:00:00,5,8.47389003910743,SC,l2
2020-03-01 06:00:00,6,8.184090560539834,SC,l2
2020-03-01 07:00:00,7,8.128381642512078,SC,l2
2020-03-01 08:00:00,8,8.235631853385478,SC,l2
2020-03-01 09:00:00,9,8.282480254581703,SC,l2
2020-03-01 10:00:00,10,8.390440725404494,SC,l2
2020-03-01 11:00:00,11,8.421453492830304,SC,l2
2020-03-01 12:00:00,12,7.95214515757994,SC,l2
2020-03-01 13:00:00,13,7.417558086036347,SC,l2
2020-03-01 14:00:00,14,6.660735373054214,SC,l2
2020-03-01 15:00:00,15,5.83003795721187,SC,l2
2020-03-01 16:00:00,16,6.217583007438081,SC,l2
2020-03-01 17:00:00,17,6.5052095314776475,SC,l2
2020-03-01 18:00:00,18,6.732813817958745,SC,l2
2020-03-01 19:00:00,19,7.373810482324974,SC,l2
2020-03-01 20:00:00,20,7.581404800245379,SC,l2
2020-03-01 21:00:00,21,7.6846905912123304,SC,l2
2020-03-01 22:00:00,22,8.298728049996166,SC,l2
2020-03-01 23:00:00,23,8.986395790200138,SC,l2
2020-03-02 00:00:00,0,8.919107047005598,SC,l2
2020-03-02 01:00:00,1,9.15582393988191,SC,l2
2020-03-02 02:00:00,2,8.54138294609309,SC,l2
2020-03-02 03:00:00,3,8.48005233494364,SC,l2
2020-03-02 04:00:00,4,7.872102407790813,SC,l2
2020-03-02 05:00:00,5,7.413104823249752,SC,l2
2020-03-02 06:00:00,6,6.884647458017024,SC,l2
2020-03-02 07:00:00,7,6.7136703473659995,SC,l2
2020-03-02 08:00:00,8,7.142972164711296,SC,l2
2020-03-02 09:00:00,9,7.229213633923779,SC,l2
2020-03-02 10:00:00,10,7.365962157809984,SC,l2
2020-03-02 11:00:00,11,7.202933057280884,SC,l2
2020-03-02 12:00:00,12,6.572988076067786,SC,l2
2020-03-02 13:00:00,13,6.435013610919409,SC,l2
2020-03-02 14:00:00,14,6.572344912199984,SC,l2
2020-03-02 15:00:00,15,6.518644084042635,SC,l2
2020-03-02 16:00:00,16,6.764469749252357,SC,l2
2020-03-02 17:00:00,17,7.071610689364313,SC,l2
2020-03-02 18:00:00,18,6.921938501648647,SC,l2
2020-03-02 19:00:00,19,7.694055287171229,SC,l2
2020-03-02 20:00:00,20,8.207811900927842,SC,l2
2020-03-02 21:00:00,21,8.794416647496359,SC,l2
2020-03-02 22:00:00,22,9.057565562456867,SC,l2
2020-03-02 23:00:00,23,8.932658538455641,SC,l2
2020-03-03 00:00:00,0,8.558003604018097,SC,l2
2020-03-03 01:00:00,1,8.628838854382332,SC,l2
2020-03-03 02:00:00,2,8.459565984203666,SC,l2
2020-03-03 03:00:00,3,8.264772640134959,SC,l2
2020-03-03 04:00:00,4,7.701726286327736,SC,l2
2020-03-03 05:00:00,5,7.15806686603788,SC,l2
2020-03-03 06:00:00,6,7.2417883981289775,SC,l2
2020-03-03 07:00:00,7,6.944341883291158,SC,l2
2020-03-03 08:00:00,8,6.93111820412545,SC,l2
2020-03-03 09:00:00,9,7.017477570738441,SC,l2
2020-03-03 10:00:00,10,6.939269419523043,SC,l2
2020-03-03 11:00:00,11,6.661974733532705,SC,l2
2020-03-03 12:00:00,12,6.329580745341615,SC,l2
2020-03-03 13:00:00,13,5.852657004830918,SC,l2
2020-03-03 14:00:00,14,5.526455026455026,SC,l2
2020-03-03 15:00:00,15,5.57377693428418,SC,l2
2020-03-03 16:00:00,16,5.3130291005291,SC,l2
2020-03-03 17:00:00,17,4.912142473736677,SC,l2
2020-03-03 18:00:00,18,4.8111408250901,SC,l2
2020-03-03 19:00:00,19,5.002653170769113,SC,l2
2020-03-03 20:00:00,20,5.306438348286174,SC,l2
2020-03-03 21:00:00,21,5.958085077831455,SC,l2
2020-03-03 22:00:00,22,5.929774365462771,SC,l2
2020-03-03 23:00:00,23,5.403058622805,SC,l2
2020-03-04 00:00:00,0,5.050485967333794,SC,l2
2020-03-04 01:00:00,1,4.709556399049153,SC,l2
2020-03-04 02:00:00,2,3.512550801318917,SC,l2
2020-03-04 03:00:00,3,3.1053005904455184,SC,l2
2020-03-04 04:00:00,4,2.8361283643892334,SC,l2
2020-03-04 05:00:00,5,2.465684188329116,SC,l2
2020-03-04 06:00:00,6,2.54829288398129,SC,l2
2020-03-04 07:00:00,7,3.0753009738516983,SC,l2
2020-03-04 08:00:00,8,3.0236935434399204,SC,l2
2020-03-04 09:00:00,9,3.198672456099992,SC,l2
2020-03-04 10:00:00,10,3.168348861283644,SC,l2
2020-03-04 11:00:00,11,3.286438923395445,SC,l2
2020-03-04 12:00:00,12,3.1662391687754003,SC,l2
2020-03-04 13:00:00,13,2.8982861743731307,SC,l2
2020-03-04 14:00:00,14,2.956440265317077,SC,l2
2020-03-04 15:00:00,15,3.0207873245916725,SC,l2
2020-03-04 16:00:00,16,3.3234050302890883,SC,l2
2020-03-04 17:00:00,17,3.370264933670731,SC,l2
2020-03-04 18:00:00,18,3.275431331953071,SC,l2
2020-03-04 19:00:00,19,3.2076853768882754,SC,l2
2020-03-04 20:00:00,20,3.104251016026378,SC,l2
2020-03-04 21:00:00,21,3.7418928763131665,SC,l2
2020-03-04 22:00:00,22,3.9631930066712675,SC,l2
2020-03-04 23:00:00,23,3.9829211716892874,SC,l2
2020-03-05 00:00:00,0,4.048275630703166,SC,l2
2020-03-05 01:00:00,1,4.106704815581628,SC,l2
2020-03-05 02:00:00,2,3.720448010121923,SC,l2
2020-03-05 03:00:00,3,3.632032627865961,SC,l2
2020-03-05 04:00:00,4,3.589081550494594,SC,l2
2020-03-05 05:00:00,5,3.721851276742581,SC,l2
2020-03-05 06:00:00,6,3.6282541599570584,SC,l2
2020-03-05 07:00:00,7,3.8474445978069163,SC,l2
2020-03-05 08:00:00,8,3.826407100682463,SC,l2
2020-03-05 09:00:00,9,4.184738516984894,SC,l2
2020-03-05 10:00:00,10,4.3637844107047,SC,l2
2020-03-05 11:00:00,11,4.354873092554252,SC,l2
2020-03-05 12:00:00,12,4.159190246146768,SC,l2
2020-03-05 13:00:00,13,4.091436622958362,SC,l2
2020-03-05 14:00:00,14,3.974345333946783,SC,l2
2020-03-05 15:00:00,15,3.973957135189019,SC,l2
2020-03-05 16:00:00,16,3.738539030749176,SC,l2
2020-03-05 17:00:00,17,4.05030193236715,SC,l2
2020-03-05 18:00:00,18,4.5113095238095235,SC,l2
2020-03-05 19:00:00,19,4.920863047312323,SC,l2
2020-03-05 20:00:00,20,5.662733877770109,SC,l2
2020-03-05 21:00:00,21,5.785364427574573,SC,l2
2020-03-05 22:00:00,22,6.317602177747106,SC,l2
2020-03-05 23:00:00,23,6.722033394678322,SC,l2
2020-03-06 00:00:00,0,6.845715435932827,SC,l2
2020-03-06 01:00:00,1,6.819681197760907,SC,l2
2020-03-06 02:00:00,2,6.632124645349283,SC,l2
2020-03-06 03:00:00,3,6.153553216777855,SC,l2
2020-03-06 04:00:00,4,5.891596695038724,SC,l2
2020-03-06 05:00:00,5,5.668059389617361,SC,l2
2020-03-06 06:00:00,6,5.3850040257648955,SC,l2
2020-03-06 07:00:00,7,5.301364926002607,SC,l2
2020-03-06 08:00:00,8,5.538209301433938,SC,l2
2020-03-06 09:00:00,9,6.107821486082356,SC,l2
2020-03-06 10:00:00,10,6.5710221608772335,SC,l2
2020-03-06 11:00:00,11,7.065166589985431,SC,l2
2020-03-06 12:00:00,12,6.551936201211563,SC,l2
2020-03-06 13:00:00,13,6.556053983590216,SC,l2
2020-03-06 14:00:00,14,6.167883981289779,SC,l2
2020-03-06 15:00:00,15,5.829417797714899,SC,l2
2020-03-06 16:00:00,16,6.468122651637144,SC,l2
2020-03-06 17:00:00,17,6.97571696955755,SC,l2
2020-03-06 18:00:00,18,7.505962924622345,SC,l2
2020-03-06 19:00:00,19,8.20120006134499,SC,l2
2020-03-06 20:00:00,20,8.449840886435089,SC,l2
2020-03-06 21:00:00,21,8.676940035273368,SC,l2
2020-03-06 22:00:00,22,8.875663292692279,SC,l2
2020-03-06 23:00:00,23,8.59262134805613,SC,l2
2020-03-07 00:00:00,0,8.332670040641055,SC,l2
2020-03-07 01:00:00,1,7.987869028448739,SC,l2
2020-03-07 02:00:00,2,8.011022927689593,SC,l2
2020-03-07 03:00:00,3,7.33658653477494,SC,l2
2020-03-07 04:00:00,4,6.982828195690514,SC,l2
2020-03-07 05:00:00,5,6.806573498964803,SC,l2
2020-03-07 06:00:00,6,6.634920634920635,SC,l2
2020-03-07 07:00:00,7,6.635832183114792,SC,l2
2020-03-07 08:00:00,8,6.722332451499119,SC,l2
2020-03-07 09:00:00,9,7.41802775860747,SC,l2
2020-03-07 10:00:00,10,7.657289510006901,SC,l2
2020-03-07 11:00:00,11,6.831280193236715,SC,l2
2020-03-07 12:00:00,12,6.050152403956751,SC,l2
2020-03-07 13:00:00,13,5.754996741047465,SC,l2
2020-03-07 14:00:00,14,4.793105398359021,SC,l2
2020-03-07 15:00:00,15,4.495361743731309,SC,l2
2020-03-07 16:00:00,16,4.43894256575416,SC,l2
2020-03-07 17:00:00,17,4.49277183498198,SC,l2
2020-03-07 18:00:00,18,4.9308507783145465,SC,l2
2020-03-07 19:00:00,19,5.558278697952611,SC,l2
2020-03-07 20:00:00,20,6.566339812897784,SC,l2
2020-03-07 21:00:00,21,7.288649260026071,SC,l2
2020-03-07 22:00:00,22,7.478616478797639,SC,l2
2020-03-07 23:00:00,23,7.355025496511003,SC,l2
2020-03-08 00:00:00,0,6.830137642818802,SC,l2
2020-03-08 01:00:00,1,6.381319492370217,SC,l2
2020-03-08 02:00:00,2,6.033725366152902,SC,l2
2020-03-08 03:00:00,3,5.617200559773024,SC,l2
2020-03-08 04:00:00,4,5.550890460854228,SC,l2
2020-03-08 05:00:00,5,5.452177747105283,SC,l2
2020-03-08 06:00:00,6,5.561305689747718,SC,l2
2020-03-08 07:00:00,7,5.57731098075301,SC,l2
2020-03-08 08:00:00,8,5.941086764818649,SC,l2
2020-03-08 09:00:00,9,5.992615596963423,SC,l2
2020-03-08 10:00:00,10,5.992883981289778,SC,l2
2020-03-08 11:00:00,11,5.920925350816655,SC,l2
2020-03-08 12:00:00,12,5.237148224829384,SC,l2
2020-03-08 13:00:00,13,4.687281458477111,SC,l2
2020-03-08 14:00:00,14,4.530422321907829,SC,l2
2020-03-08 15:00:00,15,4.476393681466146,SC,l2
2020-03-08 16:00:00,16,4.4307702630166395,SC,l2
2020-03-08 17:00:00,17,4.611698681082739,SC,l2
2020-03-08 18:00:00,18,4.960568591365693,SC,l2
2020-03-08 19:00:00,19,5.3608130128057665,SC,l2
2020-03-08 20:00:00,20,5.527362740587378,SC,l2
2020-03-08 21:00:00,21,5.724068322981366,SC,l2
2020-03-08 22:00:00,22,5.690686105360019,SC,l2
2020-03-08 23:00:00,23,5.7515000766812365,SC,l2
2020-03-09 00:00:00,0,6.224302200751476,SC,l2
2020-03-09 01:00:00,1,6.027794072540448,SC,l2
2020-03-09 02:00:00,2,5.770184418372824,SC,l2
2020-03-09 03:00:00,3,5.742899317536999,SC,l2
2020-03-09 04:00:00,4,5.8568045011885586,SC,l2
2020-03-09 05:00:00,5,5.493601909362779,SC,l2
2020-03-09 06:00:00,6,5.71671363392378,SC,l2
2020-03-09 07:00:00,7,5.739469749252358,SC,l2
2020-03-09 08:00:00,8,6.136869296833065,SC,l2
2020-03-09 09:00:00,9,6.737142473736677,SC,l2
2020-03-09 10:00:00,10,7.565821256038647,SC,l2
2020-03-09 11:00:00,11,7.044247948776934,SC,l2
2020-03-09 12:00:00,12,7.03570278352887,SC,l2
2020-03-09 13:00:00,13,6.728124760371138,SC,l2
2020-03-09 14:00:00,14,6.821592477570738,SC,l2
2020-03-09 15:00:00,15,6.254092860976919,SC,l2
2020-03-09 16:00:00,16,5.534066597653554,SC,l2
2020-03-09 17:00:00,17,5.356413426884441,SC,l2
2020-03-09 18:00:00,18,6.2209042634767275,SC,l2
2020-03-09 19:00:00,19,6.056885016486465,SC,l2
2020-03-09 20:00:00,20,6.530680162564221,SC,l2
2020-03-09 21:00:00,21,6.959640748408864,SC,l2
2020-03-09 22:00:00,22,7.225163906142168,SC,l2
2020-03-09 23:00:00,23,7.170101027528564,SC,l2
2020-03-10 00:00:00,0,6.422722567287785,SC,l2
2020-03-10 01:00:00,1,5.504619085959666,SC,l2
2020-03-10 02:00:00,2,4.852179664136186,SC,l2
2020-03-10 03:00:00,3,4.299468023924546,SC,l2
2020-03-10 04:00:00,4,4.251776129131201,SC,l2
2020-03-10 05:00:00,5,4.340352541982977,SC,l2
2020-03-10 06:00:00,6,4.3985114255041795,SC,l2
2020-03-10 07:00:00,7,4.977683843263554,SC,l2
2020-03-10 08:00:00,8,5.849792002147074,SC,l2
2020-03-10 09:00:00,9,5.898497047772411,SC,l2
2020-03-10 10:00:00,10,6.231433555708918,SC,l2
2020-03-10 11:00:00,11,6.599165133041945,SC,l2
2020-03-10 12:00:00,12,6.9206981826547045,SC,l2
2020-03-10 13:00:00,13,6.666660915573958,SC,l2
2020-03-10 14:00:00,14,6.3466049382716045,SC,l2
2020-03-10 15:00:00,15,,SC,l2
2020-03-10 16:00:00,16,6.329987155892952,SC,l2
2020-03-10 17:00:00,17,6.579262518211793,SC,l2
2020-03-10 18:00:00,18,6.885567632850241,SC,l2
2020-03-10 19:00:00,19,8.211936392914653,SC,l2
2020-03-10 20:00:00,20,8.606104784909133,SC,l2
2020-03-10 21:00:00,21,8.753128594432942,SC,l2
2020-03-10 22:00:00,22,8.821423778851315,SC,l2
2020-03-10 23:00:00,23,9.081609922551952,SC,l2
2020-03-11 00:00:00,0,8.870841959972395,SC,l2
2020-03-11 01:00:00,1,8.713945441300513,SC,l2
2020-03-11 02:00:00,2,8.45022716816195,SC,l2
2020-03-11 03:00:00,3,8.693451422436931,SC,l2
2020-03-11 04:00:00,4,8.720222758990875,SC,l2
2020-03-11 05:00:00,5,8.377532397822252,SC,l2
2020-03-11 06:00:00,6,8.225586611456176,SC,l2
2020-03-11 07:00:00,7,8.671156353040411,SC,l2
2020-03-11 08:00:00,8,9.324763246683537,SC,l2
2020-03-11 09:00:00,9,9.463102906218849,SC,l2
2020-03-11 10:00:00,10,9.748313012805767,SC,l2
2020-03-11 11:00:00,11,10.814797561536691,SC,l2
2020-03-11 12:00:00,12,11.309672379418757,SC,l2
2020-03-11 13:00:00,13,10.614075799401887,SC,l2
2020-03-11 14:00:00,14,9.617086496434323,SC,l2
2020-03-11 15:00:00,15,9.345414462081129,SC,l2
2020-03-11 16:00:00,16,10.489076757917337,SC,l2
2020-03-11 17:00:00,17,11.009548730925543,SC,l2
2020-03-11 18:00:00,18,12.007767809217084,SC,l2
2020-03-11 19:00:00,19,12.732368108273906,SC,l2
2020-03-11 20:00:00,20,12.166335020320528,SC,l2
2020-03-11 21:00:00,21,11.98429664136186,SC,l2
2020-03-11 22:00:00,22,12.62194233571045,SC,l2
2020-03-11 23:00:00,23,12.352237175063262,SC,l2
2020-03-12 00:00:00,0,12.029179127367533,SC,l2
2020-03-12 01:00:00,1,11.817853308795337,SC,l2
2020-03-12 02:00:00,2,12.165298865117704,SC,l2
2020-03-12 03:00:00,3,11.491060884901465,SC,l2
2020-03-12 04:00:00,4,11.330735756460394,SC,l2
2020-03-12 05:00:00,5,11.201684111647879,SC,l2
2020-03-12 06:00:00,6,11.677911969940954,SC,l2
2020-03-12 07:00:00,7,11.374816923548806,SC,l2
2020-03-12 08:00:00,8,11.095867839889578,SC,l2
2020-03-12 09:00:00,9,11.448271796641363,SC,l2
2020-03-12 10:00:00,10,10.831240894103214,SC,l2
2020-03-12 11:00:00,11,10.653350011502186,SC,l2
2020-03-12 12:00:00,12,10.097153209109731,SC,l2
2020-03-12 13:00:00,13,8.267735411394831,SC,l2
2020-03-12 14:00:00,14,8.0682395905222,SC,l2
2020-03-12 15:00:00,15,7.789047043938348,SC,l2
2020-03-12 16:00:00,16,7.742143048845947,SC,l2
2020-03-12 17:00:00,17,7.363576412851775,SC,l2
2020-03-12 18:00:00,18,7.998159650333563,SC,l2
2020-03-12 19:00:00,19,9.591285177517062,SC,l2
2020-03-12 20:00:00,20,10.33645042558086,SC,l2
2020-03-12 21:00:00,21,10.797622881680853,SC,l2
2020-03-12 22:00:00,22,11.464998849781459,SC,l2
2020-03-12 23:00:00,23,11.573453914577103,SC,l2
2020-03-13 00:00:00,0,11.35074093244383,SC,l2
2020-03-13 01:00:00,1,10.522751322751322,SC,l2
2020-03-13 02:00:00,2,9.273577563070317,SC,l2
2020-03-13 03:00:00,3,8.83925312476037,SC,l2
2020-03-13 04:00:00,4,8.517901234567901,SC,l2
2020-03-13 05:00:00,5,8.477235258032358,SC,l2
2020-03-13 06:00:00,6,8.492195767195767,SC,l2
2020-03-13 07:00:00,7,9.063689517675027,SC,l2
2020-03-13 08:00:00,8,8.870450885668276,SC,l2
2020-03-13 09:00:00,9,8.891219039950924,SC,l2
2020-03-13 10:00:00,10,10.028978797638217,SC,l2
2020-03-13 11:00:00,11,8.658902691511386,SC,l2
2020-03-13 12:00:00,12,7.440506862970631,SC,l2
2020-03-13 13:00:00,13,6.482927881297447,SC,l2
2020-03-13 14:00:00,14,6.0381038647343,SC,l2
2020-03-13 15:00:00,15,5.620713518901924,SC,l2
2020-03-13 16:00:00,16,5.368088145080899,SC,l2
2020-03-13 17:00:00,17,5.458897898934131,SC,l2
2020-03-13 18:00:00,18,5.51714496587685,SC,l2
2020-03-13 19:00:00,19,6.2545692431562,SC,l2
2020-03-13 20:00:00,20,7.08925983436853,SC,l2
2020-03-13 21:00:00,21,7.710762211486849,SC,l2
2020-03-13 22:00:00,22,7.938012805766429,SC,l2
2020-03-13 23:00:00,23,7.456633885438233,SC,l2
2020-03-14 00:00:00,0,7.874429683306494,SC,l2
2020-03-14 01:00:00,1,7.6174353960585846,SC,l2
2020-03-14 02:00:00,2,7.039643240549038,SC,l2
2020-03-14 03:00:00,3,6.827406832298137,SC,l2
2020-03-14 04:00:00,4,6.924315619967794,SC,l2
2020-03-14 05:00:00,5,7.495489226286328,SC,l2
2020-03-14 06:00:00,6,7.556104784909133,SC,l2
2020-03-14 07:00:00,7,7.772215512614063,SC,l2
2020-03-14 08:00:00,8,8.30223621654781,SC,l2
2020-03-14 09:00:00,9,9.156716317767042,SC,l2
2020-03-14 10:00:00,10,9.198350394908365,SC,l2
2020-03-14 11:00:00,11,9.688598458707155,SC,l2
2020-03-14 12:00:00,12,10.235754543363239,SC,l2
2020-03-14 13:00:00,13,9.393591365692815,SC,l2
2020-03-14 14:00:00,14,9.477348362855608,SC,l2
2020-03-14 15:00:00,15,8.914874242772793,SC,l2
2020-03-14 16:00:00,16,8.921148684916801,SC,l2
2020-03-14 17:00:00,17,9.008022774327122,SC,l2
2020-03-14 18:00:00,18,9.549133502032053,SC,l2
2020-03-14 19:00:00,19,10.162292960662526,SC,l2
2020-03-14 20:00:00,20,10.622782953761215,SC,l2
2020-03-14 21:00:00,21,11.49189479334407,SC,l2
2020-03-14 22:00:00,22,11.521346139099762,SC,l2
2020-03-14 23:00:00,23,11.764867533164635,SC,l2
2020-03-15 00:00:00,0,11.978003028908827,SC,l2
2020-03-15 01:00:00,1,11.361866421286713,SC,l2
2020-03-15 02:00:00,2,10.91936584617744,SC,l2
2020-03-15 03:00:00,3,10.993368031592668,SC,l2
2020-03-15 04:00:00,4,10.536421670117322,SC,l2
2020-03-15 05:00:00,5,10.594557549267694,SC,l2
2020-03-15 06:00:00,6,10.609777816118397,SC,l2
2020-03-15 07:00:00,7,10.567006939651867,SC,l2
2020-03-15 08:00:00,8,11.029490644889195,SC,l2
2020-03-15 09:00:00,9,11.745456636760984,SC,l2
2020-03-15 10:00:00,10,11.950390115788665,SC,l2
2020-03-15 11:00:00,11,12.561562571888658,SC,l2
2020-03-15 12:00:00,12,11.872184840119624,SC,l2
2020-03-15 13:00:00,13,11.14668449505406,SC,l2
2020-03-15 14:00:00,14,10.8130291005291,SC,l2
2020-03-15 15:00:00,15,10.278014531094241,SC,l2
2020-03-15 16:00:00,16,10.542844682156277,SC,l2
2020-03-15 17:00:00,17,11.171115136876008,SC,l2
2020-03-15 18:00:00,18,11.868859750019169,SC,l2
2020-03-15 19:00:00,19,12.910606931983743,SC,l2
2020-03-15 20:00:00,20,13.542228356721111,SC,l2
2020-03-15 21:00:00,21,14.697558661145617,SC,l2
2020-03-15 22:00:00,22,15.257408365922858,SC,l2
2020-03-15 23:00:00,23,14.965848094471282,SC,l2
2020-03-16 00:00:00,0,14.751771336553944,SC,l2
2020-03-16 01:00:00,1,14.365100452419293,SC,l2
2020-03-16 02:00:00,2,13.970478682616363,SC,l2
2020-03-16 03:00:00,3,14.044497162794263,SC,l2
2020-03-16 04:00:00,4,13.763611877923472,SC,l2
2020-03-16 05:00:00,5,13.88657982516678,SC,l2
2020-03-16 06:00:00,6,13.241658040027605,SC,l2
2020-03-16 07:00:00,7,13.20777835288705,SC,l2
2020-03-16 08:00:00,8,13.727344528793804,SC,l2
2020-03-16 09:00:00,9,13.482336477264013,SC,l2
2020-03-16 10:00:00,10,13.740024729698643,SC,l2
2020-03-16 11:00:00,11,13.862014991181658,SC,l2
2020-03-16 12:00:00,12,14.644481826547045,SC,l2
2020-03-16 13:00:00,13,13.300428456406717,SC,l2
2020-03-16 14:00:00,14,12.212916954221303,SC,l2
2020-03-16 15:00:00,15,12.397420634920636,SC,l2
2020-03-16 16:00:00,16,12.15634441377195,SC,l2
2020-03-16 17:00:00,17,11.208221187025535,SC,l2
2020-03-16 18:00:00,18,11.313764281880223,SC,l2
2020-03-16 19:00:00,19,11.771800475423664,SC,l2
2020-03-16 20:00:00,20,12.198923587148226,SC,l2
2020-03-16 21:00:00,21,13.289549306034814,SC,l2
2020-03-16 22:00:00,22,13.903929913350202,SC,l2
2020-03-16 23:00:00,23,13.784409746185109,SC,l2
2020-03-17 00:00:00,0,12.812880530634155,SC,l2
2020-03-17 01:00:00,1,11.747533739743885,SC,l2
2020-03-17 02:00:00,2,11.303280998389695,SC,l2
2020-03-17 03:00:00,3,10.415487692661605,SC,l2
2020-03-17 04:00:00,4,10.477541982976765,SC,l2
2020-03-17 05:00:00,5,10.024918526186642,SC,l2
2020-03-17 06:00:00,6,9.844505789433326,SC,l2
2020-03-17 07:00:00,7,10.545282186948853,SC,l2
2020-03-17 08:00:00,8,10.706879265393757,SC,l2
2020-03-17 09:00:00,9,10.92265259565984,SC,l2
2020-03-17 10:00:00,10,11.230804769572886,SC,l2
2020-03-17 11:00:00,11,10.970878383559542,SC,l2
2020-03-17 12:00:00,12,9.528926079288398,SC,l2
2020-03-17 13:00:00,13,7.936792615596964,SC,l2
2020-03-17 14:00:00,14,6.815676520205506,SC,l2
2020-03-17 15:00:00,15,6.180314009661837,SC,l2
2020-03-17 16:00:00,16,6.161783988957902,SC,l2
2020-03-17 17:00:00,17,6.886097691894794,SC,l2
2020-03-17 18:00:00,18,6.923394486619124,SC,l2
2020-03-17 19:00:00,19,7.044726247987118,SC,l2
2020-03-17 20:00:00,20,7.166852618664213,SC,l2
2020-03-17 21:00:00,21,7.395701058201058,SC,l2
2020-03-17 22:00:00,22,7.357667165094701,SC,l2
2020-03-17 23:00:00,23,7.507449582087263,SC,l2
2020-03-18 00:00:00,0,6.963650218541523,SC,l2
2020-03-18 01:00:00,1,6.988447971781305,SC,l2
2020-03-18 02:00:00,2,6.764854113948316,SC,l2
2020-03-18 03:00:00,3,6.520140326662066,SC,l2
2020-03-18 04:00:00,4,6.784118357487923,SC,l2
2020-03-18 05:00:00,5,6.597478145847711,SC,l2
2020-03-18 06:00:00,6,6.834036883674565,SC,l2
2020-03-18 07:00:00,7,7.115187677325359,SC,l2
2020-03-18 08:00:00,8,7.196343263553409,SC,l2
2020-03-18 09:00:00,9,7.404459972394755,SC,l2
2020-03-18 10:00:00,10,7.7393489763054975,SC,l2
2020-03-18 11:00:00,11,7.177010006901311,SC,l2
