AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h,period,area
-0.43475910664476386,-0.526250413216926,-0.522212834311042,-0.4225483178218602,-0.41940833711935793,-0.4417994576237704,-0.43274199869527435,-0.5128770520724889,-0.5132467265223558,0.7096381321439494,0.4336775139789835,0.7016552303989471,0.6244175922094181,-0.4275668844951676,-0.43020512219460516,(level2),NEC
0.020308029323699354,-0.2919717850204511,-0.29645754454349166,0.48811343329405577,0.4751431881583809,-0.26529357537977993,-0.2584567750770336,-0.5004955263304536,-0.5024653032639875,0.7170903594019875,0.4457428068718376,0.702373056495801,0.6400890343943012,-0.4805469814759186,-0.4795325867801251,(level2),NW
-0.09724242825153769,-0.10810924184749114,-0.11361567764204027,-0.10396105384580992,-0.1093467404737222,-0.0853135599736716,-0.09247995759709364,-0.1544564462062298,-0.16708106771734993,0.09634078499179674,-0.0113717641719916,0.10357968684571064,0.09608675093560393,-0.12445714762502014,-0.13088241729424518,(level2),SC
-0.021242953870004636,-0.19908278248089226,-0.20114537505549598,0.05730872743087844,0.052879390355197946,-0.13400770505307041,-0.13247605948939115,-0.3311771263256295,-0.33914485217424806,0.2316612141227402,0.11891444131289233,0.228015416986289,0.2148452809181918,-0.2155257784624293,-0.21724139431543513,(level2),TP
-0.3452949423740943,-0.4493935172415556,-0.4394274448379727,-0.25456250621539334,-0.24599044540679313,0.04537689174857964,0.04326813453562085,-0.2641189930931488,-0.26936654774241503,0.8419881922233619,0.6735972592580614,0.8268778342764042,0.7432354205227459,-0.24762965458244038,-0.24245612709982337,(level2),YR
-0.03813951678120161,-0.0948703070109045,-0.10652169313722527,0.05814498964809585,0.03578233364196719,0.2199279107475617,0.21180822235965083,-0.027952122468752085,-0.03372261490731732,1.0950971190590402,0.937444136962662,1.072343168521675,1.0195413370170627,-0.2647939972636649,-0.2642310965382577,(level3),CS
-0.11435600118701368,-0.3274207860413579,-0.32440712090102686,0.043441242604851084,0.050501675838437565,-0.43953506135578496,-0.4398470316129159,-0.3087554293121748,-0.3120231360960717,0.9801331380623297,0.6187163721282181,0.9423335566151375,0.822668996295956,-0.46926733839700735,-0.47435900597650704,(level3),MG
-0.3968065279020388,-0.5462459140646094,-0.5419848537184258,-0.2826935512284937,-0.27501534245072173,-0.28459425044076236,-0.28423699195976726,-0.28452638527630314,-0.2879891271766621,1.3908140139157905,0.9551740977526632,1.3509159793278076,1.2526987893301305,-0.5083585300124918,-0.5076147477018247,(level3),NCP
-0.1714961052728837,-0.19734670873434648,-0.21591241576130632,-0.07049207219463599,-0.08297476709540766,-0.416918258941508,-0.4138459036319529,-0.3584030094708958,-0.3709936268652843,0.9137339571586004,0.7746119197951498,0.8912745109514753,0.818756949925032,-0.3504456420409566,-0.3613694645115897,(level3),NEC
0.15991657840455256,-0.17855102820408109,-0.17981796816752021,0.7959359940005406,0.8081780455751917,-0.3560638428295567,-0.35257361889842076,-0.4400586011226427,-0.4456727589052672,0.8874560130551371,0.6299934070967136,0.8625903056830027,0.7955501524052505,-0.5529277235667424,-0.5537368924024836,(level3),NW
0.0010073327230696889,-0.007219499820353146,-0.012313704547663253,0.02283893859357727,0.011005389914219215,0.0666842051987795,0.05857567682733205,-0.008047954633210131,-0.016917313857950023,0.26977611276262775,0.16508628517635152,0.26955341019511314,0.25587276527160935,-0.10400039480944359,-0.10302451396214417,(level3),SC
0.0638469053962701,-0.07727829439063484,-0.06906759953087238,0.23775249980441449,0.24020538233048244,-0.1442211837445159,-0.13748875001160382,-0.24815674851870298,-0.2528862454159958,0.2539013552623654,0.15109382847790923,0.2507982385746226,0.24252183965144095,-0.2675703187379869,-0.2681470486854732,(level3),TP
-0.23881407063178678,-0.3569946835010195,-0.3593660986522965,-0.07367537628680959,-0.08018380567816857,0.2618530766469593,0.25494582112482217,-0.04700982754504255,-0.052779288914181474,1.3260639166362056,1.1797897492363076,1.2768464771828067,1.1612135926752412,-0.2944779281413433,-0.2973319925771941,(level3),YR
